# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
SC80_RS09005	gene-SC80_RS09005	TRANSCRIPT_gene-SC80_RS09005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09010	gene-SC80_RS09010	TRANSCRIPT_gene-SC80_RS09010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09080	gene-SC80_RS09080	TRANSCRIPT_gene-SC80_RS09080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09085	gene-SC80_RS09085	TRANSCRIPT_gene-SC80_RS09085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09090	gene-SC80_RS09090	TRANSCRIPT_gene-SC80_RS09090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09095	gene-SC80_RS09095	TRANSCRIPT_gene-SC80_RS09095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09100	gene-SC80_RS09100	TRANSCRIPT_gene-SC80_RS09100	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SC80_RS09105	gene-SC80_RS09105	TRANSCRIPT_gene-SC80_RS09105	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09155	gene-SC80_RS09155	TRANSCRIPT_gene-SC80_RS09155	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS09160	gene-SC80_RS09160	TRANSCRIPT_gene-SC80_RS09160	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS09185	gene-SC80_RS09185	TRANSCRIPT_gene-SC80_RS09185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09190	gene-SC80_RS09190	TRANSCRIPT_gene-SC80_RS09190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09195	gene-SC80_RS09195	TRANSCRIPT_gene-SC80_RS09195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09200	gene-SC80_RS09200	TRANSCRIPT_gene-SC80_RS09200	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS09325	gene-SC80_RS09325	rna-SC80_RS09325	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS10210	gene-SC80_RS10210	TRANSCRIPT_gene-SC80_RS10210	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS10270	gene-SC80_RS10270	TRANSCRIPT_gene-SC80_RS10270	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS10280	gene-SC80_RS10280	TRANSCRIPT_gene-SC80_RS10280	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10305	gene-SC80_RS10305	rna-SC80_RS10305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10315	gene-SC80_RS10315	rna-SC80_RS10315	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SC80_RS10330	gene-SC80_RS10330	TRANSCRIPT_gene-SC80_RS10330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10370	gene-SC80_RS10370	TRANSCRIPT_gene-SC80_RS10370	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS10375	gene-SC80_RS10375	TRANSCRIPT_gene-SC80_RS10375	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10535	gene-SC80_RS10535	TRANSCRIPT_gene-SC80_RS10535	protein_coding	0	0	1	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10545	gene-SC80_RS10545	TRANSCRIPT_gene-SC80_RS10545	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
SC80_RS10550	gene-SC80_RS10550	TRANSCRIPT_gene-SC80_RS10550	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
SC80_RS10735	gene-SC80_RS10735	rna-SC80_RS10735	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS10740	gene-SC80_RS10740	rna-SC80_RS10740	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS10745	gene-SC80_RS10745	rna-SC80_RS10745	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS10770	gene-SC80_RS10770	TRANSCRIPT_gene-SC80_RS10770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10775	gene-SC80_RS10775	TRANSCRIPT_gene-SC80_RS10775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10785	gene-SC80_RS10785	TRANSCRIPT_gene-SC80_RS10785	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS10790	gene-SC80_RS10790	TRANSCRIPT_gene-SC80_RS10790	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SC80_RS10795	gene-SC80_RS10795	TRANSCRIPT_gene-SC80_RS10795	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10800	gene-SC80_RS10800	TRANSCRIPT_gene-SC80_RS10800	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10805	gene-SC80_RS10805	TRANSCRIPT_gene-SC80_RS10805	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10810	gene-SC80_RS10810	TRANSCRIPT_gene-SC80_RS10810	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10815	gene-SC80_RS10815	TRANSCRIPT_gene-SC80_RS10815	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
SC80_RS10825	gene-SC80_RS10825	TRANSCRIPT_gene-SC80_RS10825	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10830	gene-SC80_RS10830	TRANSCRIPT_gene-SC80_RS10830	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SC80_RS10835	gene-SC80_RS10835	TRANSCRIPT_gene-SC80_RS10835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10860	gene-SC80_RS10860	TRANSCRIPT_gene-SC80_RS10860	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS10865	gene-SC80_RS10865	TRANSCRIPT_gene-SC80_RS10865	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SC80_RS10870	gene-SC80_RS10870	TRANSCRIPT_gene-SC80_RS10870	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS10875	gene-SC80_RS10875	TRANSCRIPT_gene-SC80_RS10875	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS10880	gene-SC80_RS10880	TRANSCRIPT_gene-SC80_RS10880	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS10885	gene-SC80_RS10885	TRANSCRIPT_gene-SC80_RS10885	protein_coding	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS11045	gene-SC80_RS11045	rna-SC80_RS11045	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS11295	gene-SC80_RS11295	TRANSCRIPT_gene-SC80_RS11295	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS11345	gene-SC80_RS11345	TRANSCRIPT_gene-SC80_RS11345	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS11350	gene-SC80_RS11350	TRANSCRIPT_gene-SC80_RS11350	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS11355	gene-SC80_RS11355	TRANSCRIPT_gene-SC80_RS11355	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SC80_RS11360	gene-SC80_RS11360	TRANSCRIPT_gene-SC80_RS11360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS11365	gene-SC80_RS11365	TRANSCRIPT_gene-SC80_RS11365	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS11370	gene-SC80_RS11370	TRANSCRIPT_gene-SC80_RS11370	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS11420	gene-SC80_RS11420	TRANSCRIPT_gene-SC80_RS11420	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SC80_RS12485	gene-SC80_RS12485	TRANSCRIPT_gene-SC80_RS12485	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS12495	gene-SC80_RS12495	rna-SC80_RS12495	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12500	gene-SC80_RS12500	rna-SC80_RS12500	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12505	gene-SC80_RS12505	rna-SC80_RS12505	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12510	gene-SC80_RS12510	rna-SC80_RS12510	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12710	gene-SC80_RS12710	TRANSCRIPT_gene-SC80_RS12710	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12715	gene-SC80_RS12715	TRANSCRIPT_gene-SC80_RS12715	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12720	gene-SC80_RS12720	TRANSCRIPT_gene-SC80_RS12720	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12725	gene-SC80_RS12725	TRANSCRIPT_gene-SC80_RS12725	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12730	gene-SC80_RS12730	TRANSCRIPT_gene-SC80_RS12730	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS12755	gene-SC80_RS12755	TRANSCRIPT_gene-SC80_RS12755	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12760	gene-SC80_RS12760	TRANSCRIPT_gene-SC80_RS12760	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12765	gene-SC80_RS12765	TRANSCRIPT_gene-SC80_RS12765	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12770	gene-SC80_RS12770	TRANSCRIPT_gene-SC80_RS12770	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12780	gene-SC80_RS12780	TRANSCRIPT_gene-SC80_RS12780	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12785	gene-SC80_RS12785	TRANSCRIPT_gene-SC80_RS12785	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12790	gene-SC80_RS12790	TRANSCRIPT_gene-SC80_RS12790	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12800	gene-SC80_RS12800	TRANSCRIPT_gene-SC80_RS12800	protein_coding	2	13	43	4	0	0	0	0	2	0	0	43	0	0	0	0	2	0	13	0	2
SC80_RS12810	gene-SC80_RS12810	TRANSCRIPT_gene-SC80_RS12810	protein_coding	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
SC80_RS12825	gene-SC80_RS12825	TRANSCRIPT_gene-SC80_RS12825	protein_coding	0	0	0	28	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS13145	gene-SC80_RS13145	rna-SC80_RS13145	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS13550	gene-SC80_RS13550	rna-SC80_RS13550	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS13800	gene-SC80_RS13800	TRANSCRIPT_gene-SC80_RS13800	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
SC80_RS13805	gene-SC80_RS13805	TRANSCRIPT_gene-SC80_RS13805	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
SC80_RS13815	gene-SC80_RS13815	TRANSCRIPT_gene-SC80_RS13815	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
SC80_RS13825	gene-SC80_RS13825	TRANSCRIPT_gene-SC80_RS13825	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
SC80_RS13830	gene-SC80_RS13830	TRANSCRIPT_gene-SC80_RS13830	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SC80_RS13840	gene-SC80_RS13840	TRANSCRIPT_gene-SC80_RS13840	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS13845	gene-SC80_RS13845	TRANSCRIPT_gene-SC80_RS13845	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS13880	gene-SC80_RS13880	TRANSCRIPT_gene-SC80_RS13880	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS13895	gene-SC80_RS13895	TRANSCRIPT_gene-SC80_RS13895	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS13910	gene-SC80_RS13910	TRANSCRIPT_gene-SC80_RS13910	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS13970	gene-SC80_RS13970	TRANSCRIPT_gene-SC80_RS13970	protein_coding	1	2	13	28	0	0	1	0	3	0	0	12	0	0	0	1	0	0	3	0	25
SC80_RS13985	gene-SC80_RS13985	rna-SC80_RS13985	protein_coding	0	0	0	43	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	40
SC80_RS14000	gene-SC80_RS14000	TRANSCRIPT_gene-SC80_RS14000	protein_coding	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
SC80_RS14005	gene-SC80_RS14005	TRANSCRIPT_gene-SC80_RS14005	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS14010	gene-SC80_RS14010	TRANSCRIPT_gene-SC80_RS14010	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS14015	gene-SC80_RS14015	TRANSCRIPT_gene-SC80_RS14015	protein_coding	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SC80_RS14020	gene-SC80_RS14020	TRANSCRIPT_gene-SC80_RS14020	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS14220	gene-SC80_RS14220	rna-SC80_RS14220	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
SC80_RS14225	gene-SC80_RS14225	rna-SC80_RS14225	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
SC80_RS14230	gene-SC80_RS14230	rna-SC80_RS14230	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
SC80_RS14695	gene-SC80_RS14695	TRANSCRIPT_gene-SC80_RS14695	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SC80_RS14700	gene-SC80_RS14700	TRANSCRIPT_gene-SC80_RS14700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14705	gene-SC80_RS14705	TRANSCRIPT_gene-SC80_RS14705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14710	gene-SC80_RS14710	TRANSCRIPT_gene-SC80_RS14710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14715	gene-SC80_RS14715	TRANSCRIPT_gene-SC80_RS14715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14780	gene-SC80_RS14780	TRANSCRIPT_gene-SC80_RS14780	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
SC80_RS14785	gene-SC80_RS14785	TRANSCRIPT_gene-SC80_RS14785	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14790	gene-SC80_RS14790	TRANSCRIPT_gene-SC80_RS14790	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14850	gene-SC80_RS14850	TRANSCRIPT_gene-SC80_RS14850	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS14855	gene-SC80_RS14855	TRANSCRIPT_gene-SC80_RS14855	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS14860	gene-SC80_RS14860	TRANSCRIPT_gene-SC80_RS14860	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS14865	gene-SC80_RS14865	TRANSCRIPT_gene-SC80_RS14865	protein_coding	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
SC80_RS14890	gene-SC80_RS14890	TRANSCRIPT_gene-SC80_RS14890	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS14900	gene-SC80_RS14900	TRANSCRIPT_gene-SC80_RS14900	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14920	gene-SC80_RS14920	TRANSCRIPT_gene-SC80_RS14920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14925	gene-SC80_RS14925	TRANSCRIPT_gene-SC80_RS14925	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SC80_RS14930	gene-SC80_RS14930	TRANSCRIPT_gene-SC80_RS14930	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14935	gene-SC80_RS14935	TRANSCRIPT_gene-SC80_RS14935	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14940	gene-SC80_RS14940	TRANSCRIPT_gene-SC80_RS14940	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14960	gene-SC80_RS14960	TRANSCRIPT_gene-SC80_RS14960	protein_coding	0	0	0	175	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14965	gene-SC80_RS14965	TRANSCRIPT_gene-SC80_RS14965	protein_coding	0	0	0	175	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS14970	gene-SC80_RS14970	TRANSCRIPT_gene-SC80_RS14970	protein_coding	0	3	2	170	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	169
SC80_RS14975	gene-SC80_RS14975	TRANSCRIPT_gene-SC80_RS14975	protein_coding	0	2	3	170	0	0	0	0	6	0	0	3	0	0	0	0	0	0	2	0	164
SC80_RS14990	gene-SC80_RS14990	TRANSCRIPT_gene-SC80_RS14990	protein_coding	0	36	17	122	0	0	0	0	122	0	0	17	0	0	0	0	0	0	36	0	0
SC80_RS14995	gene-SC80_RS14995	TRANSCRIPT_gene-SC80_RS14995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS15000	gene-SC80_RS15000	TRANSCRIPT_gene-SC80_RS15000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS15175	gene-SC80_RS15175	TRANSCRIPT_gene-SC80_RS15175	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS15345	gene-SC80_RS15345	TRANSCRIPT_gene-SC80_RS15345	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SC80_RS15350	gene-SC80_RS15350	TRANSCRIPT_gene-SC80_RS15350	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS15410	gene-SC80_RS15410	TRANSCRIPT_gene-SC80_RS15410	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS15455	gene-SC80_RS15455	TRANSCRIPT_gene-SC80_RS15455	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SC80_RS15575	gene-SC80_RS15575	TRANSCRIPT_gene-SC80_RS15575	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SC80_RS15580	gene-SC80_RS15580	TRANSCRIPT_gene-SC80_RS15580	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS15585	gene-SC80_RS15585	TRANSCRIPT_gene-SC80_RS15585	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS15590	gene-SC80_RS15590	TRANSCRIPT_gene-SC80_RS15590	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS15595	gene-SC80_RS15595	TRANSCRIPT_gene-SC80_RS15595	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS15805	gene-SC80_RS15805	TRANSCRIPT_gene-SC80_RS15805	protein_coding	1	3	3	102	0	0	0	0	99	0	0	3	0	0	1	0	0	0	3	0	3
SC80_RS15810	gene-SC80_RS15810	TRANSCRIPT_gene-SC80_RS15810	protein_coding	0	0	0	146	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	137
SC80_RS15815	gene-SC80_RS15815	TRANSCRIPT_gene-SC80_RS15815	protein_coding	1	10	10	171	0	0	0	0	9	0	1	11	0	0	1	0	0	0	10	0	162
SC80_RS15820	gene-SC80_RS15820	TRANSCRIPT_gene-SC80_RS15820	protein_coding	0	21	20	149	0	0	0	0	33	0	0	20	0	0	0	0	0	0	21	0	116
SC80_RS15825	gene-SC80_RS15825	TRANSCRIPT_gene-SC80_RS15825	protein_coding	0	78	34	73	0	0	0	0	73	0	0	34	0	0	0	0	0	0	78	0	0
SC80_RS15830	gene-SC80_RS15830	TRANSCRIPT_gene-SC80_RS15830	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS15835	gene-SC80_RS15835	TRANSCRIPT_gene-SC80_RS15835	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SC80_RS15840	gene-SC80_RS15840	TRANSCRIPT_gene-SC80_RS15840	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
SC80_RS15850	gene-SC80_RS15850	TRANSCRIPT_gene-SC80_RS15850	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1
SC80_RS15875	gene-SC80_RS15875	TRANSCRIPT_gene-SC80_RS15875	protein_coding	0	0	0	32	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1
SC80_RS15880	gene-SC80_RS15880	TRANSCRIPT_gene-SC80_RS15880	protein_coding	0	0	0	60	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	2
SC80_RS15885	gene-SC80_RS15885	TRANSCRIPT_gene-SC80_RS15885	protein_coding	0	9	6	45	0	0	0	0	39	0	0	6	0	0	0	0	0	0	9	0	6
SC80_RS15890	gene-SC80_RS15890	TRANSCRIPT_gene-SC80_RS15890	protein_coding	0	0	1	59	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	21
SC80_RS15895	gene-SC80_RS15895	TRANSCRIPT_gene-SC80_RS15895	protein_coding	0	6	3	51	0	0	0	0	25	0	0	3	0	0	0	0	0	0	6	0	26
SC80_RS15900	gene-SC80_RS15900	TRANSCRIPT_gene-SC80_RS15900	protein_coding	0	9	2	47	0	0	0	0	14	0	0	2	0	0	0	0	0	0	9	0	33
SC80_RS15905	gene-SC80_RS15905	TRANSCRIPT_gene-SC80_RS15905	protein_coding	0	5	3	50	0	0	0	0	2	0	0	3	0	0	0	0	0	0	5	0	48
SC80_RS15910	gene-SC80_RS15910	TRANSCRIPT_gene-SC80_RS15910	protein_coding	0	0	1	57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	57
