locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFAJBHHO_00313	CDS	2802	sucA_1	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EFAJBHHO_00314	CDS	1218	sucB_1	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EFAJBHHO_00315	CDS	1167	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
EFAJBHHO_00316	CDS	870	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EFAJBHHO_00317	CDS	1116	ycf3			Photosystem I assembly protein Ycf3
EFAJBHHO_00318	CDS	273				hypothetical protein
EFAJBHHO_00319	CDS	1569	cydA	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
EFAJBHHO_00320	CDS	1140	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
EFAJBHHO_00321	CDS	114	cydX	1.10.3.14	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
EFAJBHHO_00322	CDS	294				hypothetical protein
EFAJBHHO_00323	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
EFAJBHHO_00324	CDS	693	tolQ		COG0811	Protein TolQ
EFAJBHHO_00325	CDS	429	tolR		COG0848	Protein TolR
EFAJBHHO_00326	CDS	1251	tolA		COG3064	Protein TolA
EFAJBHHO_00327	CDS	1293	tolB		COG0823	Protein TolB
EFAJBHHO_00328	CDS	522	pal		COG2885	Peptidoglycan-associated lipoprotein
EFAJBHHO_00329	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
EFAJBHHO_00330	tRNA	76				tRNA-Lys(ttt)
EFAJBHHO_00331	tRNA	76				tRNA-Val(tac)
EFAJBHHO_00332	tRNA	76				tRNA-Lys(ttt)
EFAJBHHO_00333	tRNA	76				tRNA-Val(tac)
EFAJBHHO_00334	tRNA	76				tRNA-Lys(ttt)
EFAJBHHO_00335	tRNA	76				tRNA-Lys(ttt)
EFAJBHHO_00336	tRNA	76				tRNA-Lys(ttt)
EFAJBHHO_00337	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
EFAJBHHO_00338	CDS	720	pnuC_1		COG3201	Nicotinamide riboside transporter PnuC
EFAJBHHO_00339	CDS	942	zitB		COG1230	Zinc transporter ZitB
EFAJBHHO_00340	CDS	381				hypothetical protein
EFAJBHHO_00341	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
EFAJBHHO_00342	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EFAJBHHO_00343	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
EFAJBHHO_00344	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
EFAJBHHO_00345	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
EFAJBHHO_00346	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EFAJBHHO_00347	CDS	1473	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
EFAJBHHO_00348	CDS	789	modE		COG2005	Transcriptional regulator ModE
EFAJBHHO_00349	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
EFAJBHHO_00350	CDS	774	modA		COG0725	Molybdate-binding protein ModA
EFAJBHHO_00351	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
EFAJBHHO_00352	CDS	1059	cysA_1	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
EFAJBHHO_00353	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
EFAJBHHO_00354	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
EFAJBHHO_00355	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
EFAJBHHO_00356	CDS	1053	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
EFAJBHHO_00357	CDS	1434	ybhI_1		COG0471	Inner membrane protein YbhI
EFAJBHHO_00358	CDS	2262	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
EFAJBHHO_00359	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
EFAJBHHO_00360	CDS	477				hypothetical protein
EFAJBHHO_00361	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
EFAJBHHO_00362	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
EFAJBHHO_00363	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
EFAJBHHO_00364	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
EFAJBHHO_00365	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EFAJBHHO_00366	CDS	2022	uvrB		COG0556	UvrABC system protein B
EFAJBHHO_00367	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
EFAJBHHO_00368	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
EFAJBHHO_00369	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
EFAJBHHO_00370	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
EFAJBHHO_00371	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
EFAJBHHO_00372	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
EFAJBHHO_00373	CDS	705	ybhL_1		COG0670	Inner membrane protein YbhL
EFAJBHHO_00374	CDS	714	ybhL_2		COG0670	Inner membrane protein YbhL
EFAJBHHO_00375	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
EFAJBHHO_00376	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
EFAJBHHO_00377	CDS	762				hypothetical protein
EFAJBHHO_00378	CDS	411	ybhQ			Inner membrane protein YbhQ
EFAJBHHO_00379	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
EFAJBHHO_00380	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
EFAJBHHO_00381	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
EFAJBHHO_00382	CDS	996				hypothetical protein
EFAJBHHO_00383	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
EFAJBHHO_00384	CDS	1362	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EFAJBHHO_00385	CDS	2151	dinG_1	3.6.4.12	COG1199	putative ATP-dependent helicase DinG
EFAJBHHO_00386	CDS	963	ybiB		COG0547	putative protein YbiB
EFAJBHHO_00387	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
EFAJBHHO_00388	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
EFAJBHHO_00389	CDS	267	ybiI_1		COG1734	putative protein YbiI
EFAJBHHO_00390	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
EFAJBHHO_00391	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
EFAJBHHO_00392	CDS	261	mcbA			putative protein McbA
EFAJBHHO_00393	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
EFAJBHHO_00394	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
EFAJBHHO_00395	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
EFAJBHHO_00396	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
EFAJBHHO_00397	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
EFAJBHHO_00398	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
EFAJBHHO_00399	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
EFAJBHHO_00400	CDS	516	ompX_1		COG3637	Outer membrane protein X
EFAJBHHO_00401	CDS	1584	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
EFAJBHHO_00402	CDS	129	mntS			Small protein MntS
EFAJBHHO_00403	CDS	468	mntR		COG1321	Transcriptional regulator MntR
EFAJBHHO_00404	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
EFAJBHHO_00405	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
EFAJBHHO_00406	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
EFAJBHHO_00407	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
EFAJBHHO_00408	CDS	2433	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
EFAJBHHO_00409	CDS	900	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
EFAJBHHO_00410	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
EFAJBHHO_00411	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
EFAJBHHO_00412	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
EFAJBHHO_00413	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
EFAJBHHO_00414	CDS	1872	gsiA	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
EFAJBHHO_00415	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
EFAJBHHO_00416	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
EFAJBHHO_00417	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
EFAJBHHO_00418	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
EFAJBHHO_00419	CDS	1329	dgcZ_1	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
EFAJBHHO_00420	CDS	1326	rimO_1	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
EFAJBHHO_00421	CDS	384				hypothetical protein
EFAJBHHO_00422	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
EFAJBHHO_00423	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
EFAJBHHO_00424	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
EFAJBHHO_00425	CDS	759	deoR		COG1349	Deoxyribose operon repressor
EFAJBHHO_00426	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
EFAJBHHO_00427	CDS	1116	mdfA			Multidrug transporter MdfA
EFAJBHHO_00428	CDS	261				hypothetical protein
EFAJBHHO_00429	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
EFAJBHHO_00430	CDS	1128	ybjJ			Inner membrane protein YbjJ
EFAJBHHO_00431	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
EFAJBHHO_00432	CDS	1053	xerD_1			Tyrosine recombinase XerD
EFAJBHHO_00433	CDS	192				hypothetical protein
EFAJBHHO_00434	CDS	570				hypothetical protein
EFAJBHHO_00435	CDS	222				hypothetical protein
EFAJBHHO_00436	CDS	510				hypothetical protein
EFAJBHHO_00437	CDS	225				hypothetical protein
EFAJBHHO_00438	CDS	342				hypothetical protein
EFAJBHHO_00439	CDS	234				hypothetical protein
EFAJBHHO_00440	CDS	228	ybiI_2		COG1734	putative protein YbiI
EFAJBHHO_00441	CDS	858	dam_1	2.1.1.72	COG0338	DNA adenine methylase
EFAJBHHO_00442	CDS	2415				hypothetical protein
EFAJBHHO_00443	CDS	189				hypothetical protein
EFAJBHHO_00444	CDS	234	dinI_1			DNA damage-inducible protein I
EFAJBHHO_00445	CDS	471				hypothetical protein
EFAJBHHO_00446	CDS	582				hypothetical protein
EFAJBHHO_00447	CDS	372				hypothetical protein
EFAJBHHO_00448	CDS	546				hypothetical protein
EFAJBHHO_00449	CDS	378				hypothetical protein
EFAJBHHO_00450	CDS	792				hypothetical protein
EFAJBHHO_00451	CDS	1044				hypothetical protein
EFAJBHHO_00452	CDS	1767				hypothetical protein
EFAJBHHO_00453	CDS	834				hypothetical protein
EFAJBHHO_00454	CDS	1059				hypothetical protein
EFAJBHHO_00455	CDS	651				hypothetical protein
EFAJBHHO_00456	CDS	465				hypothetical protein
EFAJBHHO_00457	CDS	204				hypothetical protein
EFAJBHHO_00458	CDS	216				hypothetical protein
EFAJBHHO_00459	CDS	513	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
EFAJBHHO_00460	CDS	378				hypothetical protein
EFAJBHHO_00461	CDS	429				hypothetical protein
EFAJBHHO_00462	CDS	432				hypothetical protein
EFAJBHHO_00463	CDS	447				hypothetical protein
EFAJBHHO_00464	CDS	579				hypothetical protein
EFAJBHHO_00465	CDS	360				hypothetical protein
EFAJBHHO_00466	CDS	909				hypothetical protein
EFAJBHHO_00467	CDS	606				hypothetical protein
EFAJBHHO_00468	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
EFAJBHHO_00469	CDS	267	hipB		COG1396	Antitoxin HipB
EFAJBHHO_00470	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
EFAJBHHO_00471	CDS	915				hypothetical protein
EFAJBHHO_00472	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
EFAJBHHO_00473	CDS	147				hypothetical protein
EFAJBHHO_00474	CDS	1419	dgcQ_1	2.7.7.65		putative diguanylate cyclase DgcQ
EFAJBHHO_00475	CDS	360				hypothetical protein
EFAJBHHO_00476	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
EFAJBHHO_00477	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
EFAJBHHO_00478	CDS	882	gltR_1		COG0583	HTH-type transcriptional regulator GltR
EFAJBHHO_00479	CDS	1191	sotB		COG2814	Sugar efflux transporter
EFAJBHHO_00480	CDS	666				hypothetical protein
EFAJBHHO_00481	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
EFAJBHHO_00482	CDS	384	marA			Multiple antibiotic resistance protein MarA
EFAJBHHO_00483	CDS	219				hypothetical protein
EFAJBHHO_00484	CDS	1440	bglA_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
EFAJBHHO_00485	CDS	1674	bglH_1		COG4580	Cryptic outer membrane porin BglH
EFAJBHHO_00486	CDS	312	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
EFAJBHHO_00487	CDS	1323	chbC_1		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
EFAJBHHO_00488	CDS	312	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
EFAJBHHO_00489	CDS	699	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
EFAJBHHO_00490	CDS	405	eamA_1		COG0697	putative amino-acid metabolite efflux pump
EFAJBHHO_00491	CDS	486	eamA_2		COG0697	putative amino-acid metabolite efflux pump
EFAJBHHO_00492	CDS	1188				hypothetical protein
EFAJBHHO_00493	CDS	96	yneM			putative protein YneM
EFAJBHHO_00494	CDS	891	dgcZ_2	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
EFAJBHHO_00495	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
EFAJBHHO_00496	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
EFAJBHHO_00497	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
EFAJBHHO_00498	CDS	204	ydfZ			Putative selenoprotein YdfZ
EFAJBHHO_00499	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
EFAJBHHO_00500	CDS	249				hypothetical protein
EFAJBHHO_00501	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
EFAJBHHO_00502	CDS	1215	rspA_1	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
EFAJBHHO_00503	CDS	327				hypothetical protein
EFAJBHHO_00504	CDS	342				hypothetical protein
EFAJBHHO_00505	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
EFAJBHHO_00506	CDS	747				hypothetical protein
EFAJBHHO_00507	CDS	306	ynfD			putative protein YnfD
EFAJBHHO_00508	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
EFAJBHHO_00509	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
EFAJBHHO_00510	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
EFAJBHHO_00511	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
EFAJBHHO_00512	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
EFAJBHHO_00513	CDS	1182	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
EFAJBHHO_00514	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EFAJBHHO_00515	CDS	1221	mlc_1		COG1940	Protein mlc
EFAJBHHO_00516	CDS	894	hcaR_1			Hca operon transcriptional activator HcaR
EFAJBHHO_00517	CDS	1254	ynfM			Inner membrane transport protein YnfM
EFAJBHHO_00518	CDS	309	asr			Acid shock protein
EFAJBHHO_00519	CDS	822				hypothetical protein
EFAJBHHO_00520	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
EFAJBHHO_00521	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
EFAJBHHO_00522	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
EFAJBHHO_00523	CDS	1389	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
EFAJBHHO_00524	CDS	1533	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
EFAJBHHO_00525	CDS	945	ydgH			Protein YdgH
EFAJBHHO_00526	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
EFAJBHHO_00527	CDS	723	folM	1.5.1.-	COG1028	Dihydromonapterin reductase
EFAJBHHO_00528	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
EFAJBHHO_00529	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
EFAJBHHO_00530	CDS	483	rstB_1	2.7.13.3		Sensor protein RstB
EFAJBHHO_00531	CDS	813	rstB_2	2.7.13.3		Sensor protein RstB
EFAJBHHO_00532	CDS	930	tus			DNA replication terminus site-binding protein
EFAJBHHO_00533	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
EFAJBHHO_00534	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
EFAJBHHO_00535	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
EFAJBHHO_00536	CDS	1509	ydgA_1		COG5339	Protein YdgA
EFAJBHHO_00537	CDS	1266	uidC			Membrane-associated protein UidC
EFAJBHHO_00538	CDS	1374	uidB		COG2211	Glucuronide carrier protein
EFAJBHHO_00539	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
EFAJBHHO_00540	CDS	591	kstR2			HTH-type transcriptional repressor KstR2
EFAJBHHO_00541	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
EFAJBHHO_00542	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
EFAJBHHO_00543	CDS	1593	malX_1		COG1263	PTS system maltose-specific EIICB component
EFAJBHHO_00544	CDS	1173	malY_1		COG1168	Protein MalY
EFAJBHHO_00545	CDS	1002		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
EFAJBHHO_00546	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
EFAJBHHO_00547	CDS	216	cnu			OriC-binding nucleoid-associated protein
EFAJBHHO_00548	CDS	441	ydgK			Inner membrane protein YdgK
EFAJBHHO_00549	CDS	582	rsxA		COG4657	Electron transport complex subunit RsxA
EFAJBHHO_00550	CDS	579	rsxB		COG2878	Electron transport complex subunit RsxB
EFAJBHHO_00551	CDS	2127	rsxC		COG4656	Electron transport complex subunit RsxC
EFAJBHHO_00552	CDS	1059	rsxD		COG4658	Electron transport complex subunit RsxD
EFAJBHHO_00553	CDS	621	rsxG		COG4659	Electron transport complex subunit RsxG
EFAJBHHO_00554	CDS	696	rsxE		COG4660	Electron transport complex subunit RsxE
EFAJBHHO_00555	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
EFAJBHHO_00556	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
EFAJBHHO_00557	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
EFAJBHHO_00558	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
EFAJBHHO_00559	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
EFAJBHHO_00560	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
EFAJBHHO_00561	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
EFAJBHHO_00562	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
EFAJBHHO_00563	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
EFAJBHHO_00564	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
EFAJBHHO_00565	CDS	237				hypothetical protein
EFAJBHHO_00566	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
EFAJBHHO_00567	CDS	2013	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
EFAJBHHO_00568	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
EFAJBHHO_00569	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
EFAJBHHO_00570	CDS	240				hypothetical protein
EFAJBHHO_00571	CDS	600	nemR			HTH-type transcriptional repressor NemR
EFAJBHHO_00572	CDS	1098	nemA	1.-.-.-	COG1902	N-ethylmaleimide reductase
EFAJBHHO_00573	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
EFAJBHHO_00574	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
EFAJBHHO_00575	CDS	348	grxD		COG0278	Glutaredoxin 4
EFAJBHHO_00576	CDS	816	mepH_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
EFAJBHHO_00577	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
EFAJBHHO_00578	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
EFAJBHHO_00579	CDS	90	ynhF			putative protein YnhF
EFAJBHHO_00580	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
EFAJBHHO_00581	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
EFAJBHHO_00582	CDS	1212	ydhC			Inner membrane transport protein YdhC
EFAJBHHO_00583	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
EFAJBHHO_00584	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
EFAJBHHO_00585	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
EFAJBHHO_00586	CDS	1257				putative autotransporter
EFAJBHHO_00587	tRNA	77				tRNA-Val(gac)
EFAJBHHO_00588	tRNA	77				tRNA-Val(gac)
EFAJBHHO_00589	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
EFAJBHHO_00590	CDS	1605				hypothetical protein
EFAJBHHO_00591	CDS	765	ydhT			putative protein YdhT
EFAJBHHO_00592	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
EFAJBHHO_00593	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
EFAJBHHO_00594	CDS	639	ydhW			putative protein YdhW
EFAJBHHO_00595	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
EFAJBHHO_00596	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
EFAJBHHO_00597	CDS	210	fumD	4.2.1.2		Fumarase D
EFAJBHHO_00598	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
EFAJBHHO_00599	CDS	237	lpp_1		COG4238	Major outer membrane prolipoprotein Lpp
EFAJBHHO_00600	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
EFAJBHHO_00601	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
EFAJBHHO_00602	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
EFAJBHHO_00603	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
EFAJBHHO_00604	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
EFAJBHHO_00605	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
EFAJBHHO_00606	CDS	369	sufA		COG0316	Protein SufA
EFAJBHHO_00607	CDS	189				hypothetical protein
EFAJBHHO_00608	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
EFAJBHHO_00609	CDS	3057			COG0247	putative protein
EFAJBHHO_00610	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
EFAJBHHO_00611	CDS	357				hypothetical protein
EFAJBHHO_00612	CDS	1215	ydiM			Inner membrane transport protein YdiM
EFAJBHHO_00613	CDS	1266	ydiN			Inner membrane transport protein YdiN
EFAJBHHO_00614	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
EFAJBHHO_00615	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
EFAJBHHO_00616	CDS	1596	ydiF_1	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
EFAJBHHO_00617	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
EFAJBHHO_00618	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
EFAJBHHO_00619	CDS	765	fixA_1		COG2086	Protein FixA
EFAJBHHO_00620	CDS	939	fixB_1		COG2025	Protein FixB
EFAJBHHO_00621	CDS	1290		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
EFAJBHHO_00622	CDS	294	fixX_1		COG2440	Ferredoxin-like protein FixX
EFAJBHHO_00623	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
EFAJBHHO_00624	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
EFAJBHHO_00625	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
EFAJBHHO_00626	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
EFAJBHHO_00627	CDS	192	ydiE		COG4256	putative protein YdiE
EFAJBHHO_00628	CDS	1437				hypothetical protein
EFAJBHHO_00629	CDS	714	ydiV_1		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
EFAJBHHO_00630	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
EFAJBHHO_00631	CDS	750	btuD	3.6.3.33	COG4138	Vitamin B12 import ATP-binding protein BtuD
EFAJBHHO_00632	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
